Category1Title,Category2Title,Category3Title,Category4Title,Category5Title,Period,Val
男,工業部門,-,-,-,7900,26937
男,不動產業,-,-,-,7900,41196
男,支援服務業,-,-,-,7900,25273
男,出版、影音製作、傳播及資通訊服務業,-,-,-,7900,39390
男,用水供應及污染整治業,-,-,-,7900,29110
男,住宿及餐飲業,-,-,-,7900,17744
男,批發及零售業,-,-,-,7900,28748
男,其他服務業,-,-,-,7900,21424
男,服務業部門,-,-,-,7900,30764
男,金融及保險業,-,-,-,7900,47408
男,專業、科學及技術服務業,-,-,-,7900,35910
男,運輸及倉儲業,-,-,-,7900,28014
男,電力及燃氣供應業,-,-,-,7900,48343
男,製造業,-,-,-,7900,26736
男,營建工程業,-,-,-,7900,25906
男,醫療保健及社會工作服務業,-,-,-,7900,40871
男,藝術、娛樂及休閒服務業,-,-,-,7900,21301
男,礦業及土石採取業,-,-,-,7900,28741
女,工業及服務業,-,-,-,7900,18923
女,工業部門,-,-,-,7900,16457
女,不動產業,-,-,-,7900,23455
女,支援服務業,-,-,-,7900,18062
女,出版、影音製作、傳播及資通訊服務業,-,-,-,7900,31586
女,用水供應及污染整治業,-,-,-,7900,24356
女,住宿及餐飲業,-,-,-,7900,13748
女,批發及零售業,-,-,-,7900,20039
女,其他服務業,-,-,-,7900,12627
女,服務業部門,-,-,-,7900,22144
女,金融及保險業,-,-,-,7900,33595
女,專業、科學及技術服務業,-,-,-,7900,25058
女,運輸及倉儲業,-,-,-,7900,20769
女,電力及燃氣供應業,-,-,-,7900,40429
女,製造業,-,-,-,7900,16261
女,營建工程業,-,-,-,7900,18424
女,醫療保健及社會工作服務業,-,-,-,7900,24152
女,藝術、娛樂及休閒服務業,-,-,-,7900,14962
女,礦業及土石採取業,-,-,-,7900,15240
總計,工業及服務業,-,-,-,8000,26881
總計,工業部門,-,-,-,8000,25359
總計,不動產業,-,-,-,8000,39214
總計,支援服務業,-,-,-,8000,23702
總計,出版、影音製作、傳播及資通訊服務業,-,-,-,8000,41579
總計,用水供應及污染整治業,-,-,-,8000,29915
總計,住宿及餐飲業,-,-,-,8000,17049
總計,批發及零售業,-,-,-,8000,26435
總計,其他服務業,-,-,-,8000,18631
總計,服務業部門,-,-,-,8000,29052
總計,金融及保險業,-,-,-,8000,41031
總計,專業、科學及技術服務業,-,-,-,8000,33695
總計,運輸及倉儲業,-,-,-,8000,29897
總計,電力及燃氣供應業,-,-,-,8000,58395
總計,製造業,-,-,-,8000,24426
總計,營建工程業,-,-,-,8000,28193
總計,醫療保健及社會工作服務業,-,-,-,8000,32366
總計,藝術、娛樂及休閒服務業,-,-,-,8000,18235
總計,礦業及土石採取業,-,-,-,8000,28671
男,工業及服務業,-,-,-,8000,31444
男,工業部門,-,-,-,8000,30122
男,不動產業,-,-,-,8000,48588
男,支援服務業,-,-,-,8000,26207
男,出版、影音製作、傳播及資通訊服務業,-,-,-,8000,45110
男,用水供應及污染整治業,-,-,-,8000,30668
男,住宿及餐飲業,-,-,-,8000,19767
男,批發及零售業,-,-,-,8000,30621
男,其他服務業,-,-,-,8000,23609
男,服務業部門,-,-,-,8000,33571
男,金融及保險業,-,-,-,8000,50665
男,專業、科學及技術服務業,-,-,-,8000,38235
男,運輸及倉儲業,-,-,-,8000,31689
男,電力及燃氣供應業,-,-,-,8000,59411
男,製造業,-,-,-,8000,29690
男,營建工程業,-,-,-,8000,29513
男,醫療保健及社會工作服務業,-,-,-,8000,44518
男,藝術、娛樂及休閒服務業,-,-,-,8000,23411
男,礦業及土石採取業,-,-,-,8000,31208
女,工業及服務業,-,-,-,8000,20811
女,工業部門,-,-,-,8000,18250
女,不動產業,-,-,-,8000,25235
女,支援服務業,-,-,-,8000,19818
女,出版、影音製作、傳播及資通訊服務業,-,-,-,8000,34586
女,用水供應及污染整治業,-,-,-,8000,26441
女,住宿及餐飲業,-,-,-,8000,15044
女,批發及零售業,-,-,-,8000,21801
女,其他服務業,-,-,-,8000,13856
女,服務業部門,-,-,-,8000,23936
女,金融及保險業,-,-,-,8000,34583
女,專業、科學及技術服務業,-,-,-,8000,27944
女,運輸及倉儲業,-,-,-,8000,23805
女,電力及燃氣供應業,-,-,-,8000,50401
女,製造業,-,-,-,8000,17946
女,營建工程業,-,-,-,8000,21284
女,醫療保健及社會工作服務業,-,-,-,8000,27106
女,藝術、娛樂及休閒服務業,-,-,-,8000,14239
女,礦業及土石採取業,-,-,-,8000,17182
總計,工業及服務業,-,-,-,8100,29449
總計,工業部門,-,-,-,8100,27934
總計,不動產業,-,-,-,8100,39911
總計,支援服務業,-,-,-,8100,25708
總計,出版、影音製作、傳播及資通訊服務業,-,-,-,8100,44518
總計,用水供應及污染整治業,-,-,-,8100,31017
總計,住宿及餐飲業,-,-,-,8100,18209
總計,批發及零售業,-,-,-,8100,28152
總計,其他服務業,-,-,-,8100,21485
總計,服務業部門,-,-,-,8100,31471
總計,金融及保險業,-,-,-,8100,46380
總計,專業、科學及技術服務業,-,-,-,8100,37883
總計,運輸及倉儲業,-,-,-,8100,32271
總計,電力及燃氣供應業,-,-,-,8100,60937
總計,製造業,-,-,-,8100,26938
總計,營建工程業,-,-,-,8100,30825
總計,醫療保健及社會工作服務業,-,-,-,8100,35670
總計,藝術、娛樂及休閒服務業,-,-,-,8100,20463
總計,礦業及土石採取業,-,-,-,8100,31937
男,工業及服務業,-,-,-,8100,34388
男,工業部門,-,-,-,8100,33108
男,不動產業,-,-,-,8100,47445
男,支援服務業,-,-,-,8100,28487
男,出版、影音製作、傳播及資通訊服務業,-,-,-,8100,48559
男,用水供應及污染整治業,-,-,-,8100,31309
男,住宿及餐飲業,-,-,-,8100,21277
男,批發及零售業,-,-,-,8100,32929
男,其他服務業,-,-,-,8100,27431
男,服務業部門,-,-,-,8100,36366
男,金融及保險業,-,-,-,8100,55465
男,專業、科學及技術服務業,-,-,-,8100,42659
男,運輸及倉儲業,-,-,-,8100,34436
男,電力及燃氣供應業,-,-,-,8100,61710
男,製造業,-,-,-,8100,32808
男,營建工程業,-,-,-,8100,32233
男,醫療保健及社會工作服務業,-,-,-,8100,50173
男,藝術、娛樂及休閒服務業,-,-,-,8100,25416
男,礦業及土石採取業,-,-,-,8100,35296
女,工業及服務業,-,-,-,8100,22816
女,工業部門,-,-,-,8100,19889
女,不動產業,-,-,-,8100,28211
女,支援服務業,-,-,-,8100,21243
女,出版、影音製作、傳播及資通訊服務業,-,-,-,8100,37159
女,用水供應及污染整治業,-,-,-,8100,29583
女,住宿及餐飲業,-,-,-,8100,16027
女,批發及零售業,-,-,-,8100,22987
女,其他服務業,-,-,-,8100,15872
女,服務業部門,-,-,-,8100,26042
女,金融及保險業,-,-,-,8100,40237
女,專業、科學及技術服務業,-,-,-,8100,31854
女,運輸及倉儲業,-,-,-,8100,25264
女,電力及燃氣供應業,-,-,-,8100,54847
女,製造業,-,-,-,8100,19511
女,營建工程業,-,-,-,8100,23439
女,醫療保健及社會工作服務業,-,-,-,8100,29650
女,藝術、娛樂及休閒服務業,-,-,-,8100,16473
女,礦業及土石採取業,-,-,-,8100,18169
總計,工業及服務業,-,-,-,8200,31708
總計,工業部門,-,-,-,8200,30039
總計,不動產業,-,-,-,8200,42402
總計,支援服務業,-,-,-,8200,27785
總計,出版、影音製作、傳播及資通訊服務業,-,-,-,8200,48781
總計,用水供應及污染整治業,-,-,-,8200,33927
總計,住宿及餐飲業,-,-,-,8200,18950
總計,批發及零售業,-,-,-,8200,30548
總計,其他服務業,-,-,-,8200,22150
總計,服務業部門,-,-,-,8200,33799
總計,金融及保險業,-,-,-,8200,50035
總計,專業、科學及技術服務業,-,-,-,8200,40699
總計,運輸及倉儲業,-,-,-,8200,34767
總計,電力及燃氣供應業,-,-,-,8200,64897
總計,製造業,-,-,-,8200,28822
總計,營建工程業,-,-,-,8200,33638
總計,醫療保健及社會工作服務業,-,-,-,8200,37176
總計,藝術、娛樂及休閒服務業,-,-,-,8200,21124
總計,礦業及土石採取業,-,-,-,8200,32875
男,工業及服務業,-,-,-,8200,36911
男,工業部門,-,-,-,8200,35442
男,不動產業,-,-,-,8200,50085
男,支援服務業,-,-,-,8200,31149
男,出版、影音製作、傳播及資通訊服務業,-,-,-,8200,52797
男,用水供應及污染整治業,-,-,-,8200,34480
男,住宿及餐飲業,-,-,-,8200,21907
男,批發及零售業,-,-,-,8200,35695
男,其他服務業,-,-,-,8200,28229
男,服務業部門,-,-,-,8200,39081
男,金融及保險業,-,-,-,8200,58915
男,專業、科學及技術服務業,-,-,-,8200,45469
男,運輸及倉儲業,-,-,-,8200,37287
男,電力及燃氣供應業,-,-,-,8200,65836
男,製造業,-,-,-,8200,34872
男,營建工程業,-,-,-,8200,35406
男,醫療保健及社會工作服務業,-,-,-,8200,52190
男,藝術、娛樂及休閒服務業,-,-,-,8200,25949
男,礦業及土石採取業,-,-,-,8200,36251
女,工業及服務業,-,-,-,8200,24670
女,工業部門,-,-,-,8200,21347
女,不動產業,-,-,-,8200,30516
女,支援服務業,-,-,-,8200,22584
女,出版、影音製作、傳播及資通訊服務業,-,-,-,8200,41561
女,用水供應及污染整治業,-,-,-,8200,31301
女,住宿及餐飲業,-,-,-,8200,16973
女,批發及零售業,-,-,-,8200,24988
女,其他服務業,-,-,-,8200,16748
女,服務業部門,-,-,-,8200,28012
女,金融及保險業,-,-,-,8200,43865
女,專業、科學及技術服務業,-,-,-,8200,34707
女,運輸及倉儲業,-,-,-,8200,26965
女,電力及燃氣供應業,-,-,-,8200,57437
女,製造業,-,-,-,8200,20929
女,營建工程業,-,-,-,8200,24816
女,醫療保健及社會工作服務業,-,-,-,8200,31152
女,藝術、娛樂及休閒服務業,-,-,-,8200,17361
女,礦業及土石採取業,-,-,-,8200,19877
總計,工業及服務業,-,-,-,8300,33661
總計,工業部門,-,-,-,8300,31829
總計,不動產業,-,-,-,8300,42056
總計,支援服務業,-,-,-,8300,29018
總計,出版、影音製作、傳播及資通訊服務業,-,-,-,8300,52229
總計,用水供應及污染整治業,-,-,-,8300,38065
總計,住宿及餐飲業,-,-,-,8300,20373
總計,批發及零售業,-,-,-,8300,32089
總計,其他服務業,-,-,-,8300,23205
總計,服務業部門,-,-,-,8300,35860
總計,金融及保險業,-,-,-,8300,56462
總計,專業、科學及技術服務業,-,-,-,8300,40700
總計,運輸及倉儲業,-,-,-,8300,36711
總計,電力及燃氣供應業,-,-,-,8300,69330
總計,製造業,-,-,-,8300,30748
總計,營建工程業,-,-,-,8300,34379
總計,醫療保健及社會工作服務業,-,-,-,8300,39633
總計,藝術、娛樂及休閒服務業,-,-,-,8300,22133
總計,礦業及土石採取業,-,-,-,8300,33887
男,工業及服務業,-,-,-,8300,38918
男,工業部門,-,-,-,8300,37248
男,不動產業,-,-,-,8300,48999
男,支援服務業,-,-,-,8300,32744
男,出版、影音製作、傳播及資通訊服務業,-,-,-,8300,56447
男,用水供應及污染整治業,-,-,-,8300,38678
男,住宿及餐飲業,-,-,-,8300,23128
男,批發及零售業,-,-,-,8300,37816
男,其他服務業,-,-,-,8300,29322
男,服務業部門,-,-,-,8300,41332
男,金融及保險業,-,-,-,8300,65228
男,專業、科學及技術服務業,-,-,-,8300,45342
男,運輸及倉儲業,-,-,-,8300,39316
男,電力及燃氣供應業,-,-,-,8300,70703
男,製造業,-,-,-,8300,36959
男,營建工程業,-,-,-,8300,36128
男,醫療保健及社會工作服務業,-,-,-,8300,56519
男,藝術、娛樂及休閒服務業,-,-,-,8300,27206
男,礦業及土石採取業,-,-,-,8300,37438
女,工業及服務業,-,-,-,8300,26529
女,工業部門,-,-,-,8300,22842
女,不動產業,-,-,-,8300,31586
女,支援服務業,-,-,-,8300,23665
女,出版、影音製作、傳播及資通訊服務業,-,-,-,8300,44601
女,用水供應及污染整治業,-,-,-,8300,35257
女,住宿及餐飲業,-,-,-,8300,18533
女,批發及零售業,-,-,-,8300,25958
女,其他服務業,-,-,-,8300,17899
女,服務業部門,-,-,-,8300,29982
女,金融及保險業,-,-,-,8300,50403
女,專業、科學及技術服務業,-,-,-,8300,35037
女,運輸及倉儲業,-,-,-,8300,28829
女,電力及燃氣供應業,-,-,-,8300,58674
女,製造業,-,-,-,8300,22437
女,營建工程業,-,-,-,8300,25745
女,醫療保健及社會工作服務業,-,-,-,8300,33557
女,藝術、娛樂及休閒服務業,-,-,-,8300,18238
女,礦業及土石採取業,-,-,-,8300,20375
總計,工業及服務業,-,-,-,8400,35389
總計,工業部門,-,-,-,8400,33435
總計,不動產業,-,-,-,8400,40614
總計,支援服務業,-,-,-,8400,32927
總計,出版、影音製作、傳播及資通訊服務業,-,-,-,8400,54649
總計,用水供應及污染整治業,-,-,-,8400,39072
總計,住宿及餐飲業,-,-,-,8400,22316
總計,批發及零售業,-,-,-,8400,34150
總計,其他服務業,-,-,-,8400,25077
總計,服務業部門,-,-,-,8400,37509
總計,金融及保險業,-,-,-,8400,54658
總計,專業、科學及技術服務業,-,-,-,8400,42718
總計,運輸及倉儲業,-,-,-,8400,39258
總計,電力及燃氣供應業,-,-,-,8400,71940
總計,製造業,-,-,-,8400,32489
總計,營建工程業,-,-,-,8400,35278
總計,醫療保健及社會工作服務業,-,-,-,8400,41623
總計,藝術、娛樂及休閒服務業,-,-,-,8400,22116
總計,礦業及土石採取業,-,-,-,8400,35633
男,工業及服務業,-,-,-,8400,40571
男,工業部門,-,-,-,8400,38874
男,不動產業,-,-,-,8400,45699
男,支援服務業,-,-,-,8400,36041
男,出版、影音製作、傳播及資通訊服務業,-,-,-,8400,59240
男,用水供應及污染整治業,-,-,-,8400,39762
男,住宿及餐飲業,-,-,-,8400,24915
男,批發及零售業,-,-,-,8400,39666
男,其他服務業,-,-,-,8400,30818
男,服務業部門,-,-,-,8400,42807
男,金融及保險業,-,-,-,8400,62725
男,專業、科學及技術服務業,-,-,-,8400,47004
男,運輸及倉儲業,-,-,-,8400,41911
男,電力及燃氣供應業,-,-,-,8400,73774
男,製造業,-,-,-,8400,38830
男,營建工程業,-,-,-,8400,36925
男,醫療保健及社會工作服務業,-,-,-,8400,60275
男,藝術、娛樂及休閒服務業,-,-,-,8400,27734
男,礦業及土石採取業,-,-,-,8400,39390
女,工業及服務業,-,-,-,8400,28395
女,工業部門,-,-,-,8400,24265
女,不動產業,-,-,-,8400,32815
女,支援服務業,-,-,-,8400,28760
女,出版、影音製作、傳播及資通訊服務業,-,-,-,8400,46735
女,用水供應及污染整治業,-,-,-,8400,36011
女,住宿及餐飲業,-,-,-,8400,20530
女,批發及零售業,-,-,-,8400,28173
女,其他服務業,-,-,-,8400,20226
女,服務業部門,-,-,-,8400,31846
女,金融及保險業,-,-,-,8400,49130
女,專業、科學及技術服務業,-,-,-,8400,37623
女,運輸及倉儲業,-,-,-,8400,31316
女,電力及燃氣供應業,-,-,-,8400,58075
女,製造業,-,-,-,8400,23855
女,營建工程業,-,-,-,8400,27154
女,醫療保健及社會工作服務業,-,-,-,8400,35621
女,藝術、娛樂及休閒服務業,-,-,-,8400,17742
女,礦業及土石採取業,-,-,-,8400,21408
總計,工業及服務業,-,-,-,8500,36699
總計,工業部門,-,-,-,8500,34692
總計,不動產業,-,-,-,8500,40445
總計,支援服務業,-,-,-,8500,33649
總計,出版、影音製作、傳播及資通訊服務業,-,-,-,8500,55873
總計,用水供應及污染整治業,-,-,-,8500,39304
總計,住宿及餐飲業,-,-,-,8500,22198
總計,批發及零售業,-,-,-,8500,34904
總計,其他服務業,-,-,-,8500,25846
總計,服務業部門,-,-,-,8500,38811
總計,金融及保險業,-,-,-,8500,56886
總計,專業、科學及技術服務業,-,-,-,8500,43217
總計,運輸及倉儲業,-,-,-,8500,40983
總計,電力及燃氣供應業,-,-,-,8500,79953
總計,製造業,-,-,-,8500,33833
總計,營建工程業,-,-,-,8500,35817
總計,醫療保健及社會工作服務業,-,-,-,8500,44797
總計,藝術、娛樂及休閒服務業,-,-,-,8500,23532
總計,礦業及土石採取業,-,-,-,8500,37354
男,工業及服務業,-,-,-,8500,41892
男,工業部門,-,-,-,8500,40162
男,不動產業,-,-,-,8500,44903
男,支援服務業,-,-,-,8500,35806
男,出版、影音製作、傳播及資通訊服務業,-,-,-,8500,60202
男,用水供應及污染整治業,-,-,-,8500,39602
男,住宿及餐飲業,-,-,-,8500,24691
男,批發及零售業,-,-,-,8500,40439
男,其他服務業,-,-,-,8500,32594
男,服務業部門,-,-,-,8500,44130
男,金融及保險業,-,-,-,8500,66316
男,專業、科學及技術服務業,-,-,-,8500,46972
男,運輸及倉儲業,-,-,-,8500,43431
男,電力及燃氣供應業,-,-,-,8500,82127
男,製造業,-,-,-,8500,40245
男,營建工程業,-,-,-,8500,37281
男,醫療保健及社會工作服務業,-,-,-,8500,65642
男,藝術、娛樂及休閒服務業,-,-,-,8500,29651
男,礦業及土石採取業,-,-,-,8500,41246
女,工業及服務業,-,-,-,8500,29745
女,工業部門,-,-,-,8500,25384
女,不動產業,-,-,-,8500,33945
女,支援服務業,-,-,-,8500,30743
女,出版、影音製作、傳播及資通訊服務業,-,-,-,8500,48546
女,用水供應及污染整治業,-,-,-,8500,37956
女,住宿及餐飲業,-,-,-,8500,20443
女,批發及零售業,-,-,-,8500,29022
女,其他服務業,-,-,-,8500,20494
女,服務業部門,-,-,-,8500,33226
女,金融及保險業,-,-,-,8500,50435
女,專業、科學及技術服務業,-,-,-,8500,38792
女,運輸及倉儲業,-,-,-,8500,33820
女,電力及燃氣供應業,-,-,-,8500,63843
女,製造業,-,-,-,8500,24951
女,營建工程業,-,-,-,8500,28432
女,醫療保健及社會工作服務業,-,-,-,8500,38325
女,藝術、娛樂及休閒服務業,-,-,-,8500,18886
女,礦業及土石採取業,-,-,-,8500,22310
總計,工業及服務業,-,-,-,8600,38489
總計,工業部門,-,-,-,8600,36174
總計,不動產業,-,-,-,8600,40666
總計,支援服務業,-,-,-,8600,35394
總計,出版、影音製作、傳播及資通訊服務業,-,-,-,8600,58831
總計,用水供應及污染整治業,-,-,-,8600,40281
總計,住宿及餐飲業,-,-,-,8600,23528
總計,批發及零售業,-,-,-,8600,36406
總計,其他服務業,-,-,-,8600,26929
總計,服務業部門,-,-,-,8600,40901
總計,金融及保險業,-,-,-,8600,60597
總計,專業、科學及技術服務業,-,-,-,8600,45904
總計,運輸及倉儲業,-,-,-,8600,42715
總計,電力及燃氣供應業,-,-,-,8600,80437
總計,製造業,-,-,-,8600,35402
總計,營建工程業,-,-,-,8600,37029
總計,醫療保健及社會工作服務業,-,-,-,8600,47378
總計,藝術、娛樂及休閒服務業,-,-,-,8600,24893
總計,礦業及土石採取業,-,-,-,8600,38545
男,工業及服務業,-,-,-,8600,43714
男,工業部門,-,-,-,8600,41742
男,不動產業,-,-,-,8600,46144
男,支援服務業,-,-,-,8600,38987
男,出版、影音製作、傳播及資通訊服務業,-,-,-,8600,62703
男,用水供應及污染整治業,-,-,-,8600,40458
男,住宿及餐飲業,-,-,-,8600,26302
男,批發及零售業,-,-,-,8600,42011
男,其他服務業,-,-,-,8600,34127
男,服務業部門,-,-,-,8600,46262
男,金融及保險業,-,-,-,8600,69438
男,專業、科學及技術服務業,-,-,-,8600,49762
男,運輸及倉儲業,-,-,-,8600,44941
男,電力及燃氣供應業,-,-,-,8600,82592
男,製造業,-,-,-,8600,41910
男,營建工程業,-,-,-,8600,38633
男,醫療保健及社會工作服務業,-,-,-,8600,70881
男,藝術、娛樂及休閒服務業,-,-,-,8600,30904
男,礦業及土石採取業,-,-,-,8600,42765
女,工業及服務業,-,-,-,8600,31522
女,工業部門,-,-,-,8600,26638
女,不動產業,-,-,-,8600,33281
女,支援服務業,-,-,-,8600,30317
女,出版、影音製作、傳播及資通訊服務業,-,-,-,8600,52462
女,用水供應及污染整治業,-,-,-,8600,39474
女,住宿及餐飲業,-,-,-,8600,21551
女,批發及零售業,-,-,-,8600,30550
女,其他服務業,-,-,-,8600,21179
女,服務業部門,-,-,-,8600,35343
女,金融及保險業,-,-,-,8600,54515
女,專業、科學及技術服務業,-,-,-,8600,41361
女,運輸及倉儲業,-,-,-,8600,36194
女,電力及燃氣供應業,-,-,-,8600,64495
女,製造業,-,-,-,8600,26268
女,營建工程業,-,-,-,8600,28993
女,醫療保健及社會工作服務業,-,-,-,8600,40282
女,藝術、娛樂及休閒服務業,-,-,-,8600,20366
女,礦業及土石採取業,-,-,-,8600,21776
總計,工業及服務業,-,-,-,8700,39673
總計,工業部門,-,-,-,8700,37229
總計,不動產業,-,-,-,8700,41719
總計,支援服務業,-,-,-,8700,34814
總計,出版、影音製作、傳播及資通訊服務業,-,-,-,8700,61421
總計,用水供應及污染整治業,-,-,-,8700,41708
總計,住宿及餐飲業,-,-,-,8700,24039
總計,批發及零售業,-,-,-,8700,37696
總計,其他服務業,-,-,-,8700,29530
總計,服務業部門,-,-,-,8700,42170
總計,金融及保險業,-,-,-,8700,59546
總計,專業、科學及技術服務業,-,-,-,8700,47898
總計,運輸及倉儲業,-,-,-,8700,44074
總計,電力及燃氣供應業,-,-,-,8700,88192
總計,製造業,-,-,-,8700,36431
總計,營建工程業,-,-,-,8700,37886
總計,醫療保健及社會工作服務業,-,-,-,8700,48920
總計,藝術、娛樂及休閒服務業,-,-,-,8700,26256
總計,礦業及土石採取業,-,-,-,8700,40083
男,工業及服務業,-,-,-,8700,45004
男,工業部門,-,-,-,8700,42821
男,不動產業,-,-,-,8700,47530
男,支援服務業,-,-,-,8700,38574
男,出版、影音製作、傳播及資通訊服務業,-,-,-,8700,66145
男,用水供應及污染整治業,-,-,-,8700,41611
男,住宿及餐飲業,-,-,-,8700,26473
男,批發及零售業,-,-,-,8700,43446
男,其他服務業,-,-,-,8700,36061
男,服務業部門,-,-,-,8700,47809
男,金融及保險業,-,-,-,8700,69851
男,專業、科學及技術服務業,-,-,-,8700,50489
男,運輸及倉儲業,-,-,-,8700,46430
男,電力及燃氣供應業,-,-,-,8700,90623
男,製造業,-,-,-,8700,42892
男,營建工程業,-,-,-,8700,39560
男,醫療保健及社會工作服務業,-,-,-,8700,76071
男,藝術、娛樂及休閒服務業,-,-,-,8700,32869
男,礦業及土石採取業,-,-,-,8700,44542
女,工業及服務業,-,-,-,8700,32686
女,工業部門,-,-,-,8700,27648
女,不動產業,-,-,-,8700,34402
女,支援服務業,-,-,-,8700,29387
女,出版、影音製作、傳播及資通訊服務業,-,-,-,8700,54041
女,用水供應及污染整治業,-,-,-,8700,42138
女,住宿及餐飲業,-,-,-,8700,22320
女,批發及零售業,-,-,-,8700,31870
女,其他服務業,-,-,-,8700,24152
女,服務業部門,-,-,-,8700,36493
女,金融及保險業,-,-,-,8700,52767
女,專業、科學及技術服務業,-,-,-,8700,45048
女,運輸及倉儲業,-,-,-,8700,37230
女,電力及燃氣供應業,-,-,-,8700,70331
女,製造業,-,-,-,8700,27286
女,營建工程業,-,-,-,8700,29654
女,醫療保健及社會工作服務業,-,-,-,8700,40921
女,藝術、娛樂及休閒服務業,-,-,-,8700,21368
女,礦業及土石採取業,-,-,-,8700,22280
總計,工業及服務業,-,-,-,8800,40781
總計,工業部門,-,-,-,8800,38410
總計,不動產業,-,-,-,8800,44429
總計,支援服務業,-,-,-,8800,34920
總計,出版、影音製作、傳播及資通訊服務業,-,-,-,8800,61260
總計,用水供應及污染整治業,-,-,-,8800,44729
總計,住宿及餐飲業,-,-,-,8800,25117
總計,批發及零售業,-,-,-,8800,38695
總計,其他服務業,-,-,-,8800,30825
總計,服務業部門,-,-,-,8800,43166
總計,金融及保險業,-,-,-,8800,60332
總計,專業、科學及技術服務業,-,-,-,8800,47349
總計,運輸及倉儲業,-,-,-,8800,45074
總計,電力及燃氣供應業,-,-,-,8800,91265
總計,製造業,-,-,-,8800,37746
總計,營建工程業,-,-,-,8800,38070
總計,醫療保健及社會工作服務業,-,-,-,8800,51020
總計,藝術、娛樂及休閒服務業,-,-,-,8800,26524
總計,礦業及土石採取業,-,-,-,8800,41432
男,工業及服務業,-,-,-,8800,46056
男,工業部門,-,-,-,8800,44034
男,不動產業,-,-,-,8800,50748
男,支援服務業,-,-,-,8800,38057
男,出版、影音製作、傳播及資通訊服務業,-,-,-,8800,64759
男,用水供應及污染整治業,-,-,-,8800,44830
男,住宿及餐飲業,-,-,-,8800,27890
男,批發及零售業,-,-,-,8800,44468
男,其他服務業,-,-,-,8800,35917
男,服務業部門,-,-,-,8800,48624
男,金融及保險業,-,-,-,8800,68812
男,專業、科學及技術服務業,-,-,-,8800,51116
男,運輸及倉儲業,-,-,-,8800,47236
男,電力及燃氣供應業,-,-,-,8800,93810
男,製造業,-,-,-,8800,44228
男,營建工程業,-,-,-,8800,39765
男,醫療保健及社會工作服務業,-,-,-,8800,80668
男,藝術、娛樂及休閒服務業,-,-,-,8800,32241
男,礦業及土石採取業,-,-,-,8800,45880
女,工業及服務業,-,-,-,8800,33964
女,工業部門,-,-,-,8800,28869
女,不動產業,-,-,-,8800,36652
女,支援服務業,-,-,-,8800,30397
女,出版、影音製作、傳播及資通訊服務業,-,-,-,8800,55728
女,用水供應及污染整治業,-,-,-,8800,44306
女,住宿及餐飲業,-,-,-,8800,23204
女,批發及零售業,-,-,-,8800,32911
女,其他服務業,-,-,-,8800,26680
女,服務業部門,-,-,-,8800,37750
女,金融及保險業,-,-,-,8800,54802
女,專業、科學及技術服務業,-,-,-,8800,43267
女,運輸及倉儲業,-,-,-,8800,38979
女,電力及燃氣供應業,-,-,-,8800,72600
女,製造業,-,-,-,8800,28571
女,營建工程業,-,-,-,8800,29897
女,醫療保健及社會工作服務業,-,-,-,8800,42296
女,藝術、娛樂及休閒服務業,-,-,-,8800,22086
女,礦業及土石採取業,-,-,-,8800,24154
總計,工業及服務業,-,-,-,8900,41831
總計,工業部門,-,-,-,8900,39505
總計,不動產業,-,-,-,8900,43716
總計,支援服務業,-,-,-,8900,35277
總計,出版、影音製作、傳播及資通訊服務業,-,-,-,8900,62759
總計,用水供應及污染整治業,-,-,-,8900,44341
總計,住宿及餐飲業,-,-,-,8900,26060
總計,批發及零售業,-,-,-,8900,39541
總計,其他服務業,-,-,-,8900,31335
總計,服務業部門,-,-,-,8900,44143
總計,金融及保險業,-,-,-,8900,60872
總計,專業、科學及技術服務業,-,-,-,8900,48628
總計,運輸及倉儲業,-,-,-,8900,45951
總計,電力及燃氣供應業,-,-,-,8900,91805
總計,製造業,-,-,-,8900,38922
總計,營建工程業,-,-,-,8900,38897
總計,醫療保健及社會工作服務業,-,-,-,8900,53397
總計,藝術、娛樂及休閒服務業,-,-,-,8900,27592
總計,礦業及土石採取業,-,-,-,8900,43066
男,工業及服務業,-,-,-,8900,47198
男,工業部門,-,-,-,8900,45192
男,不動產業,-,-,-,8900,50065
男,支援服務業,-,-,-,8900,38904
男,出版、影音製作、傳播及資通訊服務業,-,-,-,8900,66328
男,用水供應及污染整治業,-,-,-,8900,45237
男,住宿及餐飲業,-,-,-,8900,29864
男,批發及零售業,-,-,-,8900,44956
男,其他服務業,-,-,-,8900,36740
男,服務業部門,-,-,-,8900,49716
男,金融及保險業,-,-,-,8900,69741
男,專業、科學及技術服務業,-,-,-,8900,53452
男,運輸及倉儲業,-,-,-,8900,48098
男,電力及燃氣供應業,-,-,-,8900,94374
男,製造業,-,-,-,8900,45443
男,營建工程業,-,-,-,8900,40614
男,醫療保健及社會工作服務業,-,-,-,8900,86893
男,藝術、娛樂及休閒服務業,-,-,-,8900,33903
男,礦業及土石採取業,-,-,-,8900,47490
女,工業及服務業,-,-,-,8900,35009
女,工業部門,-,-,-,8900,30034
女,不動產業,-,-,-,8900,35371
女,支援服務業,-,-,-,8900,30211
女,出版、影音製作、傳播及資通訊服務業,-,-,-,8900,57195
女,用水供應及污染整治業,-,-,-,8900,41018
女,住宿及餐飲業,-,-,-,8900,23506
女,批發及零售業,-,-,-,8900,34205
